"If you enable this configuration, all API requests will be send to the ricardo.ch Sandbox instead to use the production servers. Be aware, you have to provide others partner Keys and Passwords specific for dev environment below.","Si vous activez cette configuration, toutes les requêtes vers l'API de ricardo.ch seront envoyées vers l'environnement de test de ricardo.ch au lieu d'utiliser les serveurs de production. A utiliser en cas de nouvelle installation."
"Debug","Debug"
"Write into the var/log/ricento.log file all requests sent to the ricardo.ch API. Enable it to help us to support you and send this file to us if you have an issue. Your passwords will be anonymized. Attention: the file size can grow quite fast.","Ecrit dans le fichier var/log/ricento.log toutes les requêtes envoyées à ricardo.ch. Activez cette option pour nous aider à vous assister et envoyez nous le fichier si vous avez un problème. Vos mots de passe seront anonymes. Attention, ce fichier peut devenir très lourd. "
"German API Token","Token API Allemand"
"PROD German Partner Key","PROD Partner Key Allemand"
"Partner Key has the following format '0F12345-1234-1234-1234-1234567890'. You have to sign up to the ricardo.ch API to get this information. Click on the button at the top of this page","Le Partner Key a le format suivant '0F12345-1234-1234-1234-1234567890'. Vous devez contacter ricardo.ch pour obtenir cette information. Veuillez cliquer sur le bouton orange "Obtenir  une clé API" en haut de cette page pour contacter ricardo.ch."
"PROD German Partner Password","PROD Partner Password Allemand"
"You have to sign up to the ricardo.ch API to get this information. Click on the button at the top of this page","Le Partner Key a le format suivant '0F12345-1234-1234-1234-1234567890'. Vous devez contacter ricardo.ch pour obtenir cette information. Veuillez cliquer sur le bouton orange "Obtenir  une clé API" en haut de cette page pour contacter ricardo.ch."
"DEV German Partner Key","DEV Partner Key Allemand"
"DEV German Partner Password","DEV Partner Password Allemand"
"French API Token","API Token Français"
"PROD French Partner Key","PROD Partner Key Français"
"PROD French Partner Password","PROD Partner Password Français"
"DEV French Partner Key","DEV Partner Key Français"
"DEV French Partner Password","DEV Partner Password Français"
"Cleanup Synchronization Jobs Log","Nettoyage des journaux de synchronization"
"Enabled","Activé"
"Keep for X days","Garder X jours"
"Cleanup Listings Log","Nettoyage des journaux des ""Listings"""
"ricardo.ch API Payment Methods","Méthodes de paiement de l'API ricardo.ch"
"Bank Transfer Instructions","Instructions pour les tranferts bancaires"
"Accepted Currency","Monnaies acceptées"
"Stock quantity set to 1 because auction sales type with direct buy option does not allow more than one article to be sold","La quantité de l'inventaire est mis à 1 car le type de vente par enchère avec vente directe n'autorise la vente que d'un article à la fois."
"Invalid start date.","Date de début invalide."
"The end date must be in the future.","La date de fin doit être dans le future."
"Listed listings cannot be modified. Stop the listing first to make changes.","Les listings déjà listé ne peuvent être modifiées. Veuillez arrêter le listing avant de pouvoir faire des changements."
"An error occurred while saving the configuration.","Une erreur s'est déroulée lors de la sauvegarde de la configuration."
"ricardo.ch Service Model doesn\'t exists.","ricardo.ch Service Model n'existe pas."
"ricardo.ch API Credentials are not configured. Please, configure the extension before to proceed.","Les informations de connexion à l'API de ricardo.ch ne sont pas configurées. Veuillez configurer l'extension avant de continuer."
"API language provided for the Service Manager is not supported.","API language provided for the Service Manager is not supported."
"Error while trying to connect to the ricardo.ch API. Please, check your log files.","Une erreur s'est déroulée lors de la connexion à l'API de ricardo.ch. Veuillez vérifier vos fichiers de journalisation."
"The format of the token is invalid","Le format du token est invalide."
"The dispatcher of type '%s' is not found at %s.","Le dispatcher du type '%s' n'a pas été trouvé à %s."
"Dispatcher Class %s doesn't implements Diglin_Ricento_Model_Dispatcher_Abstract.","Dispatcher Class %s doesn't implements Diglin_Ricento_Model_Dispatcher_Abstract."
"The product has been sold","Le produit a été vendu."
"Customer creation failed! ricardo.ch transaction cannot be added.","La création du compte client a échoué! La transaction ricardo.ch ne peut être ajouté."
"Order automatically generated by the ricardo.ch Extension.","Commande automatiquement créé par l'extension ricardo.ch."
"Payment is pending","Le paiement est en attente."
"Payment has been completed on ricardo.ch side","Le paiement a été terminée du côté de ricardo.ch"
"Order canceled on ricardo.ch side","La commande a été annulée du côté de ricardo.ch"
"Country Code is not available. Please contact the author of this extension or support.","Le code pays n'est pas disponible. Veuillez contacter l'auteur de l'extension pour obtenir de l'aide."
"Report: %d success, %d warning(s), %d error(s)","Rapport: %d réussi(s), %d avertissements(s), %d erreur(s)"
"Successful products checked are going to be listed. To force to list products having a warning, please <a href=""%s"">clicking here</a>. Products with an error won't be synchronized, you have to fix the problem first.","Les produits vérifiés avec succès vont être listé. Pour forcer à lister les produits ayant reçu un avertissement, veuillez <a href=""%s"">cliquer ici</a>. Les produits ayant une erreur ne seront pas envoyés à ricardo.ch, vous devez tout d'abord corrigé le problème."
"The product is now live on ricardo.ch","Le produit est maintenant publié sur ricardo.ch"
"Sorry, the product has not been sold","Désolé, le produit n'a pas été vendu"
"This item is already listed or has already a ricardo article Id. No insert done to ricardo.ch","Cet élément est déjà listé ou a déjà un ricardi article ID. Aucune insertion pour cet élément vers ricrdo.ch"
"The product has been removed from ricardo.ch","Le produit a été retiré de ricardo.ch"
"The product has not been removed from ricardo.ch. Probably because someone bid the product or bought it.","Le produit n'a pu être retiré de ricardo.ch. Probablement à cause d'une enchère déjà faite ou que le produit a été vendu."
"Report: %d success, %d error(s)","Rapport: %d réussi(s), %d erreur(s)"
"errors","erreur"
"warnings","avertissement"
"success","réussi"
"The Job has finished with %s.","Le Job s'est terminé avec %s."
"Please, view the <a href=""%s"">log</a> for details.","Veuillez afficher le <a href=""%s"">journal</a> pour plus de détails."
"No item is ready for this job. No action has been done.","Aucun élément n'est prêt pour ce job. Aucune action n'a été entrepris."
"Error Code: %d","Code erreur: %d"
"Notice","Notice"
"Success","Réussi"
"Error","Erreur"
"Warning","Avertissement"
"Product item checks","Vérification des produits"
"List product item to ricardo.ch","Lister les produits vers ricardo.ch"
"Stop product item to ricardo.ch","Stopper les produits de ricardo.ch"
"Default Values","Valeurs par défault"
"No package","Aucun paquet"
"-- Select Product Attribute --","-- Sélectionner l'attribut de produit--"
"-- Select Method --","-- Sélectionner la méthode --"
"No change","Aucun changement"
"Relative increase (+ %)","Augmentation relative (+ %)"
"Relative decrease (- %)","Dimuntion relative (- %)"
"Absolute increase (+)","Augmentation absolue (+)"
"Absolute decrease (-)","Diminution absolue (+)"
"None","Aucun"
"ricardo.ch Condition","Condition ricardo.ch"
"-- Please Select --","-- Veuillez sélectionner --"
"Auction","Enchère"
"Buy now","Vente directe"
"Highest Price","Prix le plus haut"
"Cumulative","Cumulatif"
"Pending","En attente"
"Running","En cours"
"Ready","Prêt"
"Completed","Terminé"
"Products Check Job","Products Check Job"
"List Job","List Job"
"Stop List Job","Stop List Job"
"Sync Order Job","Sync Order Job"
"Relist Job","Relist Job"
"Update Job","Update Job"
"Sync List Job","Sync List Job"
"-- Please select --","-- Veuillez sélectionner --"
"All languages","Toutes les langues"
"Listed","Listé"
"Stopped","Arrêté"
"Ready to list","Prêt à être listé"
"Check in progress...","Vérification en cours..."
"List in progress...","Listage en cours..."
"Job in progress...","Job en cours..."
"Product Title will be cut after %s characters when published on ricardo.ch for store ""%s""","Le titre du produit seraa coupè après %s caractères une fois publié sur ricardo.ch pour le magasin ""%s"""
"Product Subtitle will be cut after %s characters when published on ricardo.ch for store ""%s""","Le sous-titre du produit seraa coupè après %s caractères une fois publié sur ricardo.ch pour le magasin ""%s"""
"Product Description will be cut after %s characters when published on ricardo.ch for store ""%s""","La description du produit seraa coupè après %s caractères une fois publié sur ricardo.ch pour le magasin ""%s"""
"Custom Options are not supported. Those won\'t be synchronized into ricardo.ch.","Les options individuels ne sont pas supporté. Ils ne seront pas synchronisé vers ricardo.ch."
"The product or its associated products is/are not in stock or doesn\'t have enough quantity in stock.","Le produit ou ses produits associées ne sont pas suffisemment en stock."
"You MUST define a ricardo category for this product. Check that you set it at products listing level or at Magento category level.","vous DEVEZ définir une catégorie ricardo.ch pour ce produit. Veuillez vérifier au niveau de la liste de produit ou au niveau des catégories de Magento (consulter la documentation pour plus d'information)"
"Payment and/or Shipping combination are not correct.","La combinaison paiement et/ou livraison ne sont pas corrects."
"You cannot have a starting price for an auction of %2$s when you set a direct sales with a product price of %1$s.","Vous ne pouvez avoir un prix de départ pour une enchère de %2$s quand vous définissez un prix de vente de %1$s."
"Product Price of %s CHF is incorrect for a direct sales with credit card. Price must be between %s and %s.","Le prix du produit de %s CHF est incorrecte pour une vente directe. Le prix doit être entre %s et %s."
"The ending date is too early or too late. Minimum period allowed: %s days - Maximum period allowed: %s days","La date de fin se termine trop tôt ou trop tard. La période minimum autorisée est: %s jours - La période maximum autorisée est: %s jours"
"You cannot use the privilege spaces as you do not have any pictures for this product.","Vous ne pouvez bénéficier de l'offre privilège étant donné qu'aucune image n'a été trouové pour ce produit."
"This increment value is not possible for this start price.","La valeur d'incrémentation n'est pas possible pour ce prix de départ."
"Only the following combinations are possible:","Seul les combinaisons suivantes sont possibles:"
"Start price is between","Le prix de départ est entre"
"Increment must be between","L'incrément doit être"
"This payment method combination is not possible.","La combinaison de ces modes de paiement n'est pas possible."
"The following combinations are possible:","Les combinaisons suivantes sont possibles:"
"It is not possible to combine ""Other"" shipping method with ""Credit Card"" payment method","Il n'est pas possible de combiner le mode de livraison ""Autre"" avec le mode de paiement ""Carte de crédit""."
"No category will be displayed, the products listing doesn\'t exists. Please, close the window.","Aucune catégorie ne sera affiché, la liste de produits n'existe pas. Veuillez fermer cette fenêtre."
"You are not allowed to save the products listing, so you cannot add products from a category. Please, close the window.","Vous n'êtes pas autorisé de sauvegardé la liste de produits, et ne pouvez donc ajouté de produits de cette catégorie. Veuillez fermer cette fenêtre."
"Product(s) from the selected categories cannot be saved. The products listing doesn\'t exists.","Les produit(s) de la catégorie sélectionnée ne peuvent être sauvegardé. La liste de produits n'existent pas."
"You are not allowed to save the products listing, so you cannot add products from a category.","Vous n'êtes pas autorisé de sauvegardé la liste de produits, et ne pouvez donc ajouté de produits de cette catégorie."
"%d product(s) added to the listing","%d produit(s) ajouté à la liste"
"Error occurred while saving the product(s) from the selected categories. Please check your exception log.","Une erreur s'est déroulée lors de la sauvegarde des produit(s) des catégories sélectionnées. Veuillez vérifier vos fichiers de journalisation."
"The action you try to do, is not possible. You must authorize the API token. Please, go the <a href=""%s"">ricardo.ch Authorization</a> page to do the authorization process","L'action que vous essayez de faire, n'est pas autorisée. Vous devez autoriser le token de l'API Veuillez visiter la page <a href=""%s"">d'autorisation de ricardo.ch </a> pour effectuer le processus d'autorisation."
"Listing name and website must be specified.","Le nom de la liste de produits et le site web doivent être définis."
"We have detected and set for you the language configuration. Please, review it before to go further.","Nous avons détecté et mis en place la configuration pour les langues de votre site. Veuillez les vérifier avant de continuer le reste de la configuration."
"The listing has been saved.","La liste des produits a été sauvegardée"
"An error occurred while saving the listing.","Une erreur s'est déroulée lors de la sauvegarde de la liste des produits"
"Listed listings cannot be deleted. Stop the listing first.","Les listings déjà listé ne peuvent être effacés. Veuillez arrêter tout d'abord le listing."
"Listing deleted","Liste de produit effacée"
"%d products removed from listing","%d produits supprimés de la liste de produits"
"%d products are listed and could not be removed","%d produits sont listé et ne peuvent être supprimés"
"The API token and configuration are not ready to allow this action. Please, check that your token is enabled and not going to expire.","Le token de l'API and la configuration ne sont pas prêt pour autoriser cette action. Veuillez vérifier que le token est activé et qu'il ne va pas expiré."
"A similar job is already running. This job won\'t be executed.","Un job est en cours d'exécution. Ce job ne peut être lancé pour le moment."
"It\'s s not possible to start this job. You must authorize the API token. Please, go the <a href=""%s"">ricardo.ch Authorization</a> page to do the authorization process","Il n'est pas possible de démarrer ce job. Vous devez autoriser le token de l'API Veuillez visiter la page <a href=""%s"">d'autorisation de ricardo.ch </a> pour effectuer le processus d'autorisation."
"An error occurred while starting this job. Please check your log file.","Une erreur s'est déroulée lors du démarrage du job. Veuillez vérifier vos fichiers de journalisation."
"The job to check your products listing will start in few minutes. You can check the progression below.","Le job pour vérifier votre liste de produits démarrera dans quelques minutes. Vous pouvez vérifier la progression dessous."
"If it finishes with success, your products will be listed automatically otherwise you will have to choose if you want to keep going to list or fix potential issues.","Si cela se termine avec succès, les produits seront automatiquement publiés sinon vous devrez décider si vous souhaitez continuer à lister les produits ou corriger les problèmes éventuels."
"There is no product ready to be listed. Please, add products to your products listing ""%s"".","Il n'y a aucun produit prêt à être listé. Veuillez ajouté des produits à votre liste de produit ""%s""."
"There is no pending product to check.","Il n'y a aucun produit en attente à vérifier."
"The job to list your products listing will start in few minutes.","Le job pour lister votre liste de produits démarrera dans quelques minutes."
"You can check the progression below.","Vous pouvez vérifier la progression ci-dessous."
"There is no item to relist. Only products who have been sold on ricardo.ch can be relisted for the products listing %d.","Il n'y a aucun élément à relister. Seuls les produits qui ont été vendu sur ricardo.ch peuvent être relistés pour la liste des produits %d."
"Only listed product items can be stopped.","Seul les produits listés peuvent être arrêté."
"The job to stop to list your products will start in few minutes.","Le job pour arrêter votre liste de produits démarrera dans quelques minutes."
"Products listing(s) is/are successfully deleted.","La ou les liste(s) de produits a/ont été supprimé(s) avec succès."
"The following products listings IDs have not been deleted because they are still listed on ricardo.ch: %s","La ou les ID(s) de liste(s) de produit(s) suivante(s) n'ont pas été supprimés car ils sont encore listés sur ricardo.ch."
"An error occurred while trying to delete the products listing(s). Please, check your exception log.","Une erreur s'est déroulée lors de la suppression de la liste des produits. Veuillez vérifier vos fichiers de journalisation."
"No products selected.","Aucun produit séelctionné."
"The configuration has been saved successfully.","La configuration a été sauvegardée avec succès."
"An error occurred while saving the configuration. Please, check your log files for more details.","Une erreur s'est déroulée lors de la sauvegarde de la configuration. Veuillez vérifier vos fichiers de journalisation."
"It\'s just a preview. Please, be aware that the display on ricardo.ch might be slightly different.","C'est seulement une prévisualisatoin. L'affichage sur ricardo.ch sera probablement différent."
"Log(s) is/are successfully deleted.","Le ou les journaux (s) a/ont été supprimés avec succès."
"An error occurred while trying to delete the listing log(s). Please, check your exception log.","Une erreur s'est déroulée lors de la suppression de la ou les journaux des listes de produits. Veuillez vérifier vos fichiers de journalisation."
"Job(s) is/are successfully deleted.","Le ou les job(s) a/ont été supprimés avec succès."
"The following job IDs have not been deleted because they are still running: %s","La ou les ID(s) de job(s) n'ont pas été supprimés car ils sont en cours d'exécution."
"An error occurred while trying to delete the job(s). Please, check your exception log.","Une erreur s'est déroulée lors de la suppression de la ou les job(s). Veuillez vérifier vos fichiers de journalisation."
"ricardo.ch API Signup","ricardo.ch API Signup"
"API Signup","API Signup"
"ricardo.ch Assistant Portal","Portail ricardo.ch Assistant"
"Assistant Portal","Portail Assistant"
"Only Ajax call is allowed here.","Seul les appels ajax sont autorisés ici."
"The website code returned from ricardo.ch is not correct! Your authorization has not been saved on our side.","Le code du site web retourné par ricardo.ch est incorrect. Votre autorisation n'a pas été sauvegardé."
"Your ricardo.ch account has been authorized to get access to the API.","Votre compte ricardo.ch a été autorisé d'accès à l'API."
"An error occurred while saving the token. Please, check your log files.","Une erreur s'est déroulée lors de la sauvegarde du token. Veuillez vérifier vos fichiers de journalisation."
"Authorization was not successful on ricardo.ch side. Please, contact ricardo.ch to find out the reason.","L'autorisation ne s'est pas déroulé correctement du côté de ricardo.ch. Veuillez contacter ricardo.ch pour plus d'informations."
"Sign Up to ricardo.ch API","Sign Up to ricardo.ch API"
"API Authorization","Autorisation API"
"No Selection","Aucune sélection"
"Open ricardo.ch Category Window","Ouvrir la fenêtre des catégories de ricardo.ch"
"Add products from selected categories","Ajouter des produits depuis les catégories sélectionnées."
"Only product types supported, enabled and not listed in other products listing will be added.","Les types de produits supportés, activés et non listés dans d'autres liste de produits seront ajoutés."
"Be aware, you have also to select the sub-categories, otherwise selecting only a top category won\'t allow to add products of its subcategories.","Veuillez sélectioner aussi les sous-catégories dont les produits appartiennent, sinon seuls les produits qui appartiennent à la catàégorie principale seront ajoutés, pas ceux des sous-catégories."
"Create new listing","Créer unen liste de produits"
"Show Synchronization Jobs","Afficher les Jobs de synchronization "
"General","Général"
"Products","Produits"
"Sales Options","Options de vente"
"Rules","Règles"
"Product ID","ID de produit"
"Name","Nom"
"Price","Prix"
"Type","Type"
"SKU","SKU"
"Inventory","Inventaire"
"Status","Status"
"Action","Action"
"Preview","Prévisualisation"
"Configure","Configurer"
"Remove","Supprimer"
"Are you sure to remove this/these product(s)?","Etes-vous sûr de vouloir supprimer ce/ces produit(s) ?"
"Remove from list","Supprimer de la liste"
"the sales options","Les options de vente"
"the shipping and payment rules","les règles de paiement et de livraison"
"This product has been configured for %s %s","Le produit a été configuré pour %s %s"
"The product has custom options, those will not be added to ricardo.ch!","Le produit a des options individuels, ceux-ci ne seront pas envoyées vers ricardo.ch"
"ID","ID"
"Add selected product(s)","Ajouter le/les produit(s) sélectionné(s)"
"Title","Titre"
"Website","Site web"
"Language","Langue"
"Product languages to synchronize to ricardo.ch","Langues de produit à synchroniser vers ricardo.ch"
"ricardo.ch supports only two languages at the moment: German and French. You can set in which language you want to publish your product content (title, subtitle, description, etc).","ricardo.ch supporte que deux langues: Allemand et Français. Vous pouvez définir dans quelle langue vous souhaitez publier les informations de vos produits (tire, sous titre et description)"
"Default language to publish","Langue par défaut à publier"
"Which language to publish by default to ricardo.ch when the product content is not available in a language","Dans quelle langue publier vers ricardo.ch lorsque le contenu d'un produit n'est pas disponible dans une langue."
"Store View for %s","Vue magasin pour %s"
"Payment Methods","Mode de paiement"
"Payment Description German","Description de paiement Allemand"
"Characters: %s. Max. 5 000 characters. Payment information to display to customers. Will be send to ricardo only if you select the method ""Other""","Caractères: %s Max. 5000 caractères. Information de paiement à afficher aux clients. Sera envoyé vers ricardo.ch seulement si vous sélectionnez la méthode ""Autre"""
"Payment Description French","Description du paiement Français"
"Shipping Methods","Mode de livraison"
"Shipping Price","Frais de livraison"
"Free shipping","Livraison gratuite"
"Is Shipping fee cumulative","Est-ce que les frais de livraison sont cumulatifs ?"
"If you select this option, the shipping fee will be calculate for each sold product.","Si vous sélectionnez cette option, les frais de livraison seront calculés pour chaque produit vendu."
"e.g. an article is sold with a quantity of 3 to one customer and the shipping fee is 15 CHF. Total Shipping fee is 45 CHF. Let it empty if you don't such an option.","ex. un article est vendu dans une quantité de 3 pour un seul client and les frais de livraison sont de 15 CHF. Les frais de livraisons totaux seront de 45 CHF."
"Shipping Availability","Disponibilité"
"Shipping Description German","Description de la livraison Allemand"
"Characters: %s. Max. 5 000 characters","Caractères: %s. Max. 5 000 caractères"
"Shipping Description French","Description de la livraison Français"
"Category","Catégorie"
"ricardo.ch Category","Catégorie ricardo.ch"
"Use Magento / ricardo.ch Category mapping (if mapping does not exist, an error message will be triggered while preparing the synchronization to ricardo.ch)","Utiliser la foncitonnalité de mapping des catégories Magento / ricardo.ch (si le mapping n'existe pas, un message d'erreur sera affiché lors de la synchrnoisation vers ricardo.ch)"
"Select ricardo.ch Category","Sélectionnez la catégorie ricardo.ch"
"Select the category","Sélectionnez la catégorie"
"Type of sales","Type de vente"
"Start price","Prix de départ"
"Range from Fr. 0.05 to Fr. 1 000 000. If Credit card payment method available and enabled, the range is from Fr. 0.05 to Fr. 2 999.95.","Tranche de Fr. 0.05 à Fr. 1 000 000. Si le mode de paiement par carte de crédit est disponible et sélectionné, la tranche sera de Fr. 0.05 à Fr. 2 999.95."
"Increment","Incrément"
"Currency","Monnaie"
"Allow Direct Buy","Autoriser la vente directe"
"Fill in the fieldset ""Buy now"" below to define the direct price settings. <strong>Note</strong>: if set to ""Yes"", the stock management will be set to ""Custom Qty"" with a value of 1.","Remplissez l'ensemble des champs ""Vente directe"" ci-dessous pour définir les réglages des prix de vente. <strong>Note</strong>: Si défini sur ""Oui"", le nombre d'article autorisé à la mise en vente sera mise automatiquement à 1."
"Source","Source"
"Price Change","Variation de prix"
"For Fixed Price articles, the minimum price is Fr. 0.05 and maximum Fr. 2 999.95 if the Credit Card payment method is used.","Pour les articles vendus en vente directe, le prix minimum est de Fr. 0.05 et maximum est de Fr. 2 999.95 si le mode de paiement par carte bancaire est utilisé."
"For Auction articles, the minimum amount is Fr. 0.1 and must be greater than the Start Price.","Pour les articles en vente par enchère, le montant minimum est de Fr. 0.1 et doit être supérieur au montant défini dans le ""Prix de départ"""
"If not correctly defined, the minimum and maximum values will be automatically set.","SI cela n'est pas définii correctement, les valeurs minimales et maximales seront définies automatiquement."
"Schedule","Plannification"
"Start","Début"
"Starting date must start minimum in one hour and maximum 30 days in the future.","La date de début doit être au minimum une heure et maxium 30 jours dans le future."
"Start immediately","Démarrer imméditatement"
"Start from","Démarrer à partir de"
"End","Terminer"
"Ending date must finish at the minimum in 24 hours and maximum 10 days from the starting date.","La date de fin doit être définie au minimum 24 heures et maximum 10 jours à partir de la date de départ."
"End after %s days","Terminé après %s jours"
"End on","Terminé le"
"Reactivation","Réactivation"
"Cycle","Cycle"
"Cycle to publish multiple products %s minutes after the first publish","Cycle pour publier multiple products %s minutes après la première publication"
"Randomly published","Publié de manière aléatoire"
"Overwrite all products starting date","Surchager toutes les dates de début des produits."
"Product Condition","Condition du produit"
"Default Condition","Condition par défaut"
"Condition Product Source","Source des conditions des produits"
"Do you want to define the condition source from the ricardo.ch Condition Attribute if you defined it on product basis? Otherwise, if not found or you set here to ""No"", the default condition set above will be defined.","Voulez-vous définir la source des conditions depuis l'attribut de Condition de ricardo.ch que vous aurez préalablement défini dans votre catalogue de produit Magento? Si elle est vide ou non définie dans votre catalogue, la condition par défaut de vos produits sera celle indiquée ci-dessus."
"Warranty","Garrantie"
"Warranty description German","Description de la garantie Allemand"
"Characters %s. Max. 5 000 characters","Caractères: %s. Max. 5 000 caractères"
"Warranty description French","Description de la garantie Français"
"Stock Management","Gestion des stocks"
"Range 1...999. If you use the product inventory option, the amount of items will be taken from the field ""Qty"" defined in the product inventory and limited to 999 if you have a quantity above this value.","Tranche de 1...999. Si vous utilisez l'option "Inventaire du produit", la quantité d'articles sera pris depuis le champ ""Quantité"" définie dans l'inventaire du produit et limité à 999 si la quantité est au-delà de la valeur autorisée."
"Use product inventory","Utilisez l'inventaire du produit"
"Use custom qty","Utilisez une quantité personnalisée"
"Customization","Personnalisation"
"Template","Modèle"
"To create one go to your <a onclick=""window.open(\'%s\')"">ricardo.ch account</a> into ""My Sales"".","Pour créer un modèle, visiter votre <a onclick=""window.open(\'%s\')"">compte ricardo.ch</a> et ""Mes ventes""."
"Promotion","Promotion"
"Privilege Space","Espace privilège"
"PREMIUMHOMEPAGE","Espace privilège"
"Privilege space on main category page and search results. More information about this feature <a onclick=\"window.open('%s');\">here</a>","Espace privilégié sur la page catégorie principale et des résultats de recherche. Plus d'informations<a onclick=\"window.open('%s');\">ici</a>"
"Home Privilege Space","Espace privilège sur la page d'accueil"
"Privilege space on the homepage. More information about this feature <a onclick=\"window.open('%s');\">here</a>","Espace privilégié sur la page sur la page d'accueil. Plus d'informations <a onclick=\"window.open('%s');\">ici</a>"
"Home Space","Espace privilège Accueil"
"These options will not be activated for products having no picture.","Ces options ne seront pas activés pour les produits n'ayant pas d'image."
"Until sold","Jusqu'à la vente"
"Listed items cannot be modified. Stop the listing first to make changes.","Les produits déjà listés ne peuvent être modifiés. Vous devez arrêter la liste avant de pouvoir faire des changements."
"Back to the list ""%s""","Retour vers la liste ""%s"""
"Configure product '%s'","Configurer le produit '%s'"
"Configure all %s selected products","Configurer tous les %s produits sélectionnés"
"No ricardo.ch category found","Aucune catégorie ricardo.ch"
"Give a name","Donner un nom"
"Select a website","Sélectionner un site web"
"The website(s) must be configured and enabled for this extension. If this field is empty or some are missing please <a href=""%s"">configure</a> the extension.","Le site web doit être configuré et activé pour cette extension. Si ce champ est vide ou certains sont manquants, veuillez <a href=""%s"">configurer</a> l'extension"
"Cancel","Annuler"
"Listed products:","Porduit listés:"
"Not listed products:","Produits non listés:"
"Add Product(s) from category","Ajouter des produits depuis une catégorie"
"Add Product(s)","Ajouter les produits"
"Stop","Arrêter"
"Remove article listed on ricardo.ch","Arrêter les articles listés sur ricardo.ch"
"Check & List","Vérifier et lister"
"Check & list only pending & error items","Vérifier et lister seulement les articles ayant des avertissements ou des erreurs"
"List","Lister"
"List only ""Ready to list"" items","Lister seulement les articles ""Prêt à être listé"""
"Edit Products Listing '%s'","Editer la liste de produits '%s'"
"New Products Listing","Nouvelle liste de produits"
"Websites","Site web"
"Total","Total"
"Edit","Editer"
"Relist","Relister"
"Stop List","Arrêter la liste"
"View Logs","Voir les journaux"
"Change status","Changer le status"
"Delete","Supprimer"
"Are you sure that you want to delete this/these products listing(s)? Be aware it\'s not possible when the listing is ""Listed""","Etes-vous sûr de vouloir supprimer cette/ces liste(s) de produit? Il n'est pas possible de supprimé une liste déjà listé"
"Products Listing Log ""%s""","Journal de la liste de produits ""%s"""
"Edit ""%s""","Editer ""%s"""
"Job ID","Job ID"
"Listing ID","ID de la liste"
"Listing Title","Titre de la liste"
"Product title","Titre du produit"
"Message","Message"
"Created at","Créé le"
"Are you sure that you want to delete this/these log(s)?","Ets-vous sûr de vouloir effacer ces journaux?"
"Job Type","Type de job"
"Job Message","Message du job"
"Current Progress","Progression en cours"
"Started at","Démarré le"
"Ended at","Terminé le"
"Are you sure that you want to delete this/these job(s)?","Ets-vous sûr de vouloir effacer ces jobs?"
"Show Products Listing","Afficher la liste de produits"
"Listing","Liste"
"Synchronization","Synchronisation"
"Orders","Commandes"
"Transactions %s","Transactions %s"
"You may also access to the %s content of this page</a> in a new window.","Vous pouvez avoir accès au contenu %s de cette page</a> dans une nouvelle fenêtre"
"Your ricardo.ch API token credentials are going to expire in %s days for the website ""%s"".","Votre ricardo.ch token API va expiré dans %s jours pour le site web ""%s""."
"No ricardo.ch API Authorization have been found for the website ""%s"".","Aucune autorisation pour l'API de ricardo.ch n'a été trouvé pour le site web ""%s""."
